doi	journal	type	n_authors	published	review_available	country	edomain	citations	oa_retracted	time_between	retracted	time_to_retraction
10.1371/journal.pone.0258953	PLOS ONE	Research Article	-0.953496158963877	-0.0508017488293882	TRUE	Ethiopia	gmail	4	FALSE	3.38087766710639	FALSE	1403
10.1371/journal.pone.0258954	PLOS ONE	Research Article	-0.345312706375261	-0.0419173081190292	TRUE	Ethiopia	gmail	32	FALSE	3.29392976807863	FALSE	1410
10.1371/journal.pone.0258964	PLOS ONE	Research Article	1.21889983826974	-0.113959601571955	TRUE	c("Ethiopia", "Ethiopia", "Ethiopia", "Ethiopia")	gmail	14	FALSE	0.608205775887978	FALSE	1350
10.1371/journal.pone.0259029	PLOS ONE	Research Article	-1.31604562218867	-0.0457413909390711	TRUE	Ethiopia	gmail	6	FALSE	0.212109791428206	FALSE	1407
10.1371/journal.pone.0259056	PLOS ONE	Research Article	-1.31604562218867	-0.0457413909390711	FALSE	c("Ethiopia", "Norway")	gmail	11	FALSE	-0.92787377360236	FALSE	1407
10.1371/journal.pone.0259078	PLOS ONE	Research Article	-0.953496158963877	-0.0470105789736565	TRUE	c("Ethiopia", "Ethiopia", "Ethiopia")	gmail	11	FALSE	0.772440696273738	FALSE	1406
10.1371/journal.pone.0259079	PLOS ONE	Research Article	-0.953496158963877	-0.0570662443440341	FALSE	c("Ethiopia", "Ethiopia", "Ethiopia")	gmail	7	FALSE	0.955997371998998	FALSE	1398
10.1371/journal.pone.0259147	PLOS ONE	Research Article	-0.345312706375261	-0.0583111034527198	TRUE	Ethiopia	gmail	24	FALSE	0.0188922380331944	FALSE	1397
10.1371/journal.pone.0259160	PLOS ONE	Research Article	-0.953496158963877	-0.0495407490857073	FALSE	c("Ethiopia", "Ethiopia")	gmail	42	FALSE	1.10091053704526	FALSE	1404
10.1371/journal.pone.0259229	PLOS ONE	Research Article	0.619127135732312	-0.0814675706882943	TRUE	Ethiopia	yahoo	7	FALSE	0.830405962292241	FALSE	1378
10.1371/journal.pone.0259234	PLOS ONE	Research Article	-0.634083669787924	-0.153108714281344	FALSE	c("Ethiopia", "Ethiopia")	gmail	3	FALSE	2.04767654868081	FALSE	1314
10.1371/journal.pone.0259244	PLOS ONE	Research Article	-0.634083669787924	-0.054568512012229	TRUE	c("Ethiopia", "Ethiopia", "Ethiopia", "Ethiopia")	gmail	24	FALSE	0.936675616659497	FALSE	1400
10.1371/journal.pone.0259262	PLOS ONE	Research Article	-0.634083669787924	-0.0583111034527198	FALSE	c("Ethiopia", "Ethiopia")	gmail	14	FALSE	0.0961792593911989	FALSE	1397
10.1371/journal.pone.0259263	PLOS ONE	Research Article	-0.0797603992886365	-0.0495407490857073	TRUE	c("Ethiopia", "Ethiopia", "Ethiopia")	gmail	18	FALSE	0.00923136036344388	FALSE	1404
