"Year","Doctype","Publisher","Venue","Title","DOI","Citations","Altmetric","Decision","PubPeer Users"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","Direct anterior approach (DAA) vs. conventional approaches in total hip arthroplasty: A RCT meta-analysis with an overview of related meta-analyses","10.1371/journal.pone.0255888","37","1","2023-03-20 expression of concern","–"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Impact of the Superoxide Dismutase 2 Val16Ala Polymorphism on the Relationship between Valproic Acid Exposure and Elevation of γ-Glutamyltransferase in Patients with Epilepsy: A Population Pharmacokinetic-Pharmacodynamic Analysis","10.1371/journal.pone.0111066","37","0","2023-01-11 expression of concern","–"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","A Health Threat to Bystanders Living in the Homes of Smokers: How Smoke Toxins Deposited on Surfaces Can Cause Insulin Resistance","10.1371/journal.pone.0149510","36","205","2023-08-03 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Molecular Evidence for the Presence of Rickettsia Felis in the Feces of Wild-living African Apes","10.1371/journal.pone.0054679","36","37","2022-12-13 expression of concern","Elisabeth M Bik, Hoya Camphorifolia"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Bacillus pumilus Reveals a Remarkably High Resistance to Hydrogen Peroxide Provoked Oxidative Stress","10.1371/journal.pone.0085625","36","13","2014-07-10 expression of concern","Unregistered Submission"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Adenosine A2A Receptor: A Target for Regulating Renal Interstitial Fibrosis in Obstructive Nephropathy","10.1371/journal.pone.0060173","36","3","2024-11-14 expression of concern","Elisabeth M Bik, Illex Illecebrosus"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Concomitant Targeting of Multiple Key Transcription Factors Effectively Disrupts Cancer Stem Cells Enriched in Side Population of Human Pancreatic Cancer Cells","10.1371/journal.pone.0073942","36","2","2017-03-14 expression of concern","Peer 1"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","Determination of the Optimal Concentration of Valproic Acid in Patients with Epilepsy: A Population Pharmacokinetic-Pharmacodynamic Analysis","10.1371/journal.pone.0141266","36","1","2023-01-11 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Unique Association between Global DNA Hypomethylation and Chromosomal Alterations in Human Hepatocellular Carcinoma","10.1371/journal.pone.0072312","36","1","2023-01-11 expression of concern","–"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","Prevalence and associated factors of needle stick and sharps injuries among healthcare workers in northwestern Ethiopia","10.1371/journal.pone.0252039","36","0","2025-07-24 expression of concern","–"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","Malaria in Dielmo, a Senegal village: Is its elimination possible after seven years of implementation of long-lasting insecticide-treated nets?","10.1371/journal.pone.0179528","35","14","2022-12-13 expression of concern","Elisabeth M Bik, Encoelia Furfuracea"
"2012","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Multispacer Sequence Typing Relapsing Fever Borreliae in Africa","10.1371/journal.pntd.0001652","35","13","2022-12-13 expression of concern","Elisabeth M Bik"
"2019","article","Public Library of Science (PLoS)","PLOS ONE","RETRACTED > Clinicopathologic and prognostic significance of tumor-associated macrophages in patients with hepatocellular carcinoma: A meta-analysis","10.1371/journal.pone.0223971","35","3","2023-02-17 expression of concern","Gerris Caucasicus"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","Enterococcus durans TN-3 Induces Regulatory T Cells and Suppresses the Development of Dextran Sulfate Sodium (DSS)-Induced Experimental Colitis","10.1371/journal.pone.0159705","34","5","2023-01-11 expression of concern","–"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Zinc Transporter 8 (ZnT8) Expression Is Reduced by Ischemic Insults: A Potential Therapeutic Target to Prevent Ischemic Retinopathy","10.1371/journal.pone.0050360","34","5","2019-12-27 expression of concern","–"
"2018","article","Public Library of Science (PLoS)","PLOS ONE","Prognostic value of baseline, interim and end-of-treatment 18F-FDG PET/CT parameters in extranodal natural killer/T-cell lymphoma: A meta-analysis","10.1371/journal.pone.0194435","34","2","2023-10-11 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Reduced CTGF Expression Promotes Cell Growth, Migration, and Invasion in Nasopharyngeal Carcinoma","10.1371/journal.pone.0064976","34","1","2020-04-02 expression of concern","Peer 1, Elmantis Trincomaliae"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","Prognostic Impact of Epidermal Growth Factor Receptor Overexpression in Patients with Cervical Cancer: A Meta-Analysis","10.1371/journal.pone.0158787","34","1","2023-05-04 expression of concern","–"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","2-aminoethoxydiphenyl borate provides an anti-oxidative effect and mediates cardioprotection during ischemia reperfusion in mice","10.1371/journal.pone.0189948","34","0","2023-01-11 expression of concern","–"
"2020","article","Public Library of Science (PLoS)","PLOS ONE","New insights into the existing image encryption algorithms based on DNA coding","10.1371/journal.pone.0241184","33","5","2026-07-07 expression of concern","Hoya Camphorifolia"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","The Intelligent Control System and Experiments for an Unmanned Wave Glider","10.1371/journal.pone.0168792","33","3","2022-04-28 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Association between Genetic Polymorphisms in Cav2.3 (R-type) Ca2+ Channels and Fentanyl Sensitivity in Patients Undergoing Painful Cosmetic Surgery","10.1371/journal.pone.0070694","33","3","2023-01-11 expression of concern","–"
"2019","article","Public Library of Science (PLoS)","PLOS ONE","Vitamin E TPGS based transferosomes augmented TAT as a promising delivery system for improved transdermal delivery of raloxifene","10.1371/journal.pone.0226639","33","1","2023-08-30 expression of concern","Aotearoa Magna, Gerris Pingreensis"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","Pulchrin A, a New Natural Coumarin Derivative of Enicosanthellum pulchrum, Induces Apoptosis in Ovarian Cancer Cells via Intrinsic Pathway","10.1371/journal.pone.0154023","33","1","2026-02-12 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Crucial Role of Calcium-Sensing Receptor Activation in Cardiac Injury of Diabetic Rats","10.1371/journal.pone.0065147","33","0","2023-05-18 expression of concern","Elisabeth M Bik"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Apoptosis Induced by Knockdown of uPAR and MMP-9 is Mediated by Inactivation of EGFR/STAT3 Signaling in Medulloblastoma","10.1371/journal.pone.0044798","33","0","2025-07-15 expression of concern","Hoya Camphorifolia"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","Magnitude and associated factors of disrespect and abusive care among laboring mothers at public health facilities in Borena District, South Wollo, Ethiopia","10.1371/journal.pone.0256951","33","0","2025-07-30 expression of concern","–"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","The effect of geriatric comanagement (GC) in geriatric trauma patients treated in a level 1 trauma setting: A comparison of data before and after the implementation of a certified geriatric trauma center","10.1371/journal.pone.0244554","33","0","2026-04-29 expression of concern","–"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Impaired Expression of Type I and Type II Interferon Receptors in HCV-Associated Chronic Liver Disease and Liver Cirrhosis","10.1371/journal.pone.0108616","33","0","2025-03-19 expression of concern","–"
"2016","article","Public Library of Science (PLoS)","PLOS Pathogens","KSHV-Mediated Regulation of Par3 and SNAIL Contributes to B-Cell Proliferation","10.1371/journal.ppat.1005801","32","15","2022-04-11 expression of concern","Elisabeth M Bik, Sepia Furcata"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Dynamic Localization of Glucokinase and Its Regulatory Protein in Hypothalamic Tanycytes","10.1371/journal.pone.0094035","32","5","2025-01-30 expression of concern","Elisabeth M Bik, Peer 1, Illex Illecebrosus"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","Water, sanitation, and hygiene conditions and prevalence of intestinal parasitosis among primary school children in Dessie City, Ethiopia","10.1371/journal.pone.0245463","32","0","2025-08-04 expression of concern","–"
"2011","article","Public Library of Science (PLoS)","PLOS ONE","The Interplay between NF-kappaB and E2F1 Coordinately Regulates Inflammation and Metabolism in Human Cardiac Cells","10.1371/journal.pone.0019724","31","7","2019-04-30 expression of concern","Dunaliella Pseudosalina, Eucalyptus Delicata, Pheidole Inquilina"
"2020","article","Public Library of Science (PLoS)","PLOS ONE","Evaluation of CA125 in relation to pain symptoms among adolescents and young adult women with and without surgically-confirmed endometriosis","10.1371/journal.pone.0238043","31","4","2025-12-18 expression of concern","Gerris Caucasicus"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","Phyto-ecological studies and distribution pattern of plant species and communities of Dhirkot, Azad Jammu and Kashmir, Pakistan","10.1371/journal.pone.0257493","31","2","2026-06-15 expression of concern","–"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","Endogenously Generated Plasmin at the Vascular Wall Injury Site Amplifies Lysine Binding Site-Dependent Plasminogen Accumulation in Microthrombi","10.1371/journal.pone.0122196","31","1","2023-01-11 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Molecular Characterization of Severin fromClonorchis sinensis Excretory/Secretory Products and Its Potential Anti-apoptotic Role in Hepatocarcinoma PLC Cells","10.1371/journal.pntd.0002606","31","0","2024-03-19 expression of concern","Elisabeth M Bik"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","HER3, but Not HER4, Plays an Essential Role in the Clinicopathology and Prognosis of Gastric Cancer: A Meta-Analysis","10.1371/journal.pone.0161219","31","0","2023-05-24 expression of concern","–"
"2009","article","Public Library of Science (PLoS)","PLOS ONE","p63 Promotes Cell Survival through Fatty Acid Synthase","10.1371/journal.pone.0005877","30","15","2019-07-11 expression of concern","Unregistered Submission, Peer 1, Chaetocalathus Fragilis, Pseudomassariella Vexata, Warneckea Amaniensis"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Immuno-PCR - A New Tool for Paleomicrobiology: The Plague Paradigm","10.1371/journal.pone.0031744","30","13","2022-12-13 expression of concern","Elisabeth M Bik, Gerris Pingreensis"
"2017","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Detection of relapsing fever Borrelia spp., Bartonella spp. and Anaplasmataceae bacteria in argasid ticks in Algeria","10.1371/journal.pntd.0006064","30","5","2022-12-13 expression of concern","Elisabeth M Bik"
"2011","article","Public Library of Science (PLoS)","PLOS ONE","Regulation of Glioblastoma Progression by Cord Blood Stem Cells Is Mediated by Downregulation of Cyclin D1","10.1371/journal.pone.0018017","30","0","2025-12-02 expression of concern","Hoya Camphorifolia"
"2024","article","Public Library of Science (PLoS)","PLOS ONE","Compressive strength prediction and low-carbon optimization of fly ash geopolymer concrete based on big data and ensemble learning","10.1371/journal.pone.0310422","30","0","2026-04-08 expression of concern","–"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","Exploring the determinants of exclusive breastfeeding among infants under-six months in Ethiopia using multilevel analysis","10.1371/journal.pone.0245034","30","0","2025-07-15 expression of concern","–"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","Interleukin (IL)-1β Is a Strong Inducer of IL-36γ Expression in Human Colonic Myofibroblasts","10.1371/journal.pone.0138423","30","0","2023-01-11 expression of concern","–"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Evidence for an African Cluster of Human Head and Body Lice with Variable Colors and Interbreeding of Lice between Continents","10.1371/journal.pone.0037804","29","29","2022-12-13 expression of concern","Elisabeth M Bik, Hoya Camphorifolia"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Schizophrenia as a Network Disease: Disruption of Emergent Brain Function in Patients with Auditory Hallucinations","10.1371/journal.pone.0050625","29","15","2026-03-18 expression of concern","Gerris Caucasicus"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Evidence That Head and Body Lice on Homeless Persons Have the Same Genotype","10.1371/journal.pone.0045903","29","14","2022-12-13 expression of concern","Elisabeth M Bik, Hoya Camphorifolia"
"2020","article","Public Library of Science (PLoS)","PLOS ONE","Medical findings and symptoms in infants exposed to witnessed or admitted abusive shaking: A nationwide registry study","10.1371/journal.pone.0240182","29","13","2024-06-27 expression of concern","–"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","Host-Associated Metagenomics: A Guide to Generating Infectious RNA Viromes","10.1371/journal.pone.0139810","29","8","2022-12-13 expression of concern","Elisabeth M Bik, Lobesia Artemisiana"
"2025","article","Public Library of Science (PLoS)","PLOS ONE","Comprehensive framework for thyroid disorder diagnosis: Integrating advanced feature selection, genetic algorithms, and machine learning for enhanced accuracy and other performance matrices","10.1371/journal.pone.0325900","29","1","2026-02-23 expression of concern","Hoya Camphorifolia"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","Knowledge, attitude, and preventive practices towards COVID-19 and associated factors among adult hospital visitors in South Gondar Zone Hospitals, Northwest Ethiopia","10.1371/journal.pone.0250145","29","1","2025-07-29 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Musashi-1 Post-Transcriptionally Enhances Phosphotyrosine-Binding Domain-Containing m-Numb Protein Expression in Regenerating Gastric Mucosa","10.1371/journal.pone.0053540","29","1","2023-01-11 expression of concern","–"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","Essential Contribution of CD4+ T Cells to Antigen-Induced Nasal Hyperresponsiveness in Experimental Allergic Rhinitis","10.1371/journal.pone.0146686","29","0","2023-01-11 expression of concern","–"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","Prognostic value of circulating plasma cells in patients with multiple myeloma: A meta-analysis","10.1371/journal.pone.0181447","28","8","2023-02-21 expression of concern","–"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Autophagosome-Mediated EGFR Down-Regulation Induced by the CK2 Inhibitor Enhances the Efficacy of EGFR-TKI on EGFR-Mutant Lung Cancer Cells with Resistance by T790M","10.1371/journal.pone.0114000","28","7","2019-03-14 expression of concern","Tabebuia Rosea, Dasya Kristeniae"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","CD117 Expression in Fibroblasts-Like Stromal Cells Indicates Unfavorable Clinical Outcomes in Ovarian Carcinoma Patients","10.1371/journal.pone.0112209","28","2","2025-12-18 expression of concern","Haemanthus Pumilio, Okanagana Lurida"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","Hcn1 Is a Tremorgenic Genetic Component in a Rat Model of Essential Tremor","10.1371/journal.pone.0123529","28","2","2023-01-11 expression of concern","–"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","The In Vitro and In Vivo Antitumor Effects of Clotrimazole on Oral Squamous Cell Carcinoma","10.1371/journal.pone.0098885","28","1","2020-04-14 expression of concern","Elisabeth M Bik, Peer 1"
"2021","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Tick-borne relapsing fever Borreliosis, a major public health problem overlooked in Senegal","10.1371/journal.pntd.0009184","28","1","2022-12-13 expression of concern","Elisabeth M Bik, Philippe Parola"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Sustained Oxidative Stress Causes Late Acute Renal Failure via Duplex Regulation on p38 MAPK and Akt Phosphorylation in Severely Burned Rats","10.1371/journal.pone.0054593","28","0","2024-02-01 expression of concern","Elisabeth M Bik"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Accumulating Microglia Phagocytose Injured Neurons in Hippocampal Slice Cultures: Involvement of p38 MAP Kinase","10.1371/journal.pone.0040813","28","0","2023-01-11 expression of concern","–"
"2020","article","Public Library of Science (PLoS)","PLOS ONE","Susceptibility mapping and zoning of highway landslide disasters in China","10.1371/journal.pone.0235780","27","3","2026-05-11 expression of concern","–"
"2019","article","Public Library of Science (PLoS)","PLOS ONE","STAT6 knockdown using multiple siRNA sequences inhibits proliferation and induces apoptosis of human colorectal and breast cancer cell lines","10.1371/journal.pone.0207558","27","2","2021-01-28 expression of concern","Leonid Schneider, Hoya Camphorifolia, Actinopolyspora Biskrensis, Selenops Annulatus, Lee Chapman, Aleurodiscus Aurantius, Neil Evans, Hydrangea Preslii, Parabagrotis Sulinaris, Nosocomiicoccus Massiliensis, Xylochloris Irregularis"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Reduction in ATP Levels Triggers Immunoproteasome Activation by the 11S (PA28) Regulator during Early Antiviral Response Mediated by IFNβ in Mouse Pancreatic β-Cells","10.1371/journal.pone.0052408","27","2","2020-02-18 expression of concern","Peer 1, Peer 2, Cephalotes Trichophorus"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Imbalance of Circulating Monocyte Subsets and PD-1 Dysregulation in Q Fever Endocarditis: The Role of IL-10 in PD-1 Modulation","10.1371/journal.pone.0107533","27","1","2022-12-13 expression of concern","Elisabeth M Bik, Hoya Camphorifolia"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","Alcohol Dehydrogenase Protects against Endoplasmic Reticulum Stress-Induced Myocardial Contractile Dysfunction via Attenuation of Oxidative Stress and Autophagy: Role of PTEN-Akt-mTOR Signaling","10.1371/journal.pone.0147322","27","1","2026-07-15 expression of concern","Hoya Camphorifolia, Guillaume Cabanac"
"2023","article","Public Library of Science (PLoS)","PLOS ONE","The impact of digital economy on high-quality economic development: Research based on the consumption expansion","10.1371/journal.pone.0292925","27","1","2025-09-02 expression of concern","Hoya Camphorifolia, M Ángeles Oviedo-García"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Adipose-Derived Stromal Cell Therapy Affects Lung Inflammation and Tracheal Responsiveness in Guinea Pig Model of COPD","10.1371/journal.pone.0108974","27","0","2025-07-16 expression of concern","Actinopolyspora Biskrensis, Ellisembia Leonensis, Ahmad Ghorbani"
"2025","article","Public Library of Science (PLoS)","PLOS ONE","Dual-hybrid intrusion detection system to detect False Data Injection in smart grids","10.1371/journal.pone.0316536","27","0","2026-03-05 expression of concern","–"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","Identification of stable heat tolerance QTLs using inter-specific recombinant inbred line population derived from GPF 2 and ILWC 292","10.1371/journal.pone.0254957","26","5","2026-06-01 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Recombinant M2e Protein-Based ELISA: A Novel and Inexpensive Approach for Differentiating Avian Influenza Infected Chickens from Vaccinated Ones","10.1371/journal.pone.0056801","26","0","2021-04-15 expression of concern","Elisabeth M Bik"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","Genetic Polymorphisms of Dihydropyrimidinase in a Japanese Patient with Capecitabine-Induced Toxicity","10.1371/journal.pone.0124818","26","0","2023-01-11 expression of concern","–"
"2018","article","Public Library of Science (PLoS)","PLOS ONE","Magnitude and risk factors for hypertension among public servants in Tigray, Ethiopia: A cross-sectional study","10.1371/journal.pone.0204879","26","0","2023-01-05 expression of concern","–"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Glucose Deprivation Induces G2/M Transition-Arrest and Cell Death in N-GlcNAc2-Modified Protein-Producing Renal Carcinoma Cells","10.1371/journal.pone.0096168","26","0","2023-01-11 expression of concern","–"
"2023","article","Public Library of Science (PLoS)","PLOS ONE","Servant leadership and employee prosocial rule-breaking: The underlying effects of psychological safety and compassion at work","10.1371/journal.pone.0282832","26","0","2025-07-30 expression of concern","–"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","Chaperone-Mediated Autophagy Targets IFNAR1 for Lysosomal Degradation in Free Fatty Acid Treated HCV Cell Culture","10.1371/journal.pone.0125962","25","8","2025-02-07 expression of concern","Hoya Camphorifolia"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Novel Split-Luciferase-Based Genetically Encoded Biosensors for Noninvasive Visualization of Rho GTPases","10.1371/journal.pone.0062230","25","7","2023-06-23 expression of concern","Elisabeth M Bik"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Binding of Thrombin-Activated Platelets to a Fibrin Scaffold through αIIbβ3 Evokes Phosphatidylserine Exposure on Their Cell Surface","10.1371/journal.pone.0055466","25","4","2023-01-11 expression of concern","–"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","MiRNAs Predict the Prognosis of Patients with Triple Negative Breast Cancer: A Meta-Analysis","10.1371/journal.pone.0170088","25","2","2023-05-25 expression of concern","Gerris Caucasicus"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","ING5 Is Phosphorylated by CDK2 and Controls Cell Proliferation Independently of p53","10.1371/journal.pone.0123736","25","1","2026-06-09 expression of concern","Lemna Ecuadoriensis"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","The prognostic and clinicopathologic characteristics of CD147 and esophagus cancer: A meta-analysis","10.1371/journal.pone.0180271","25","1","2023-02-22 expression of concern","–"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","IL-22/STAT3-Induced Increases in SLURP1 Expression within Psoriatic Lesions Exerts Antimicrobial Effects against Staphylococcus aureus","10.1371/journal.pone.0140750","25","1","2023-01-11 expression of concern","–"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","Inhibition in the Human Auditory Cortex","10.1371/journal.pone.0155972","25","1","2023-01-11 expression of concern","–"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","The HBx Oncoprotein of Hepatitis B Virus Deregulates the Cell Cycle by Promoting the Intracellular Accumulation and Re-Compartmentalization of the Cellular Deubiquitinase USP37","10.1371/journal.pone.0111256","25","0","2023-10-12 expression of concern","Actinopolyspora Biskrensis, Illex Illecebrosus"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","HSV-2 Regulates Monocyte Inflammatory Response via the Fas/FasL Pathway","10.1371/journal.pone.0070308","25","0","2026-03-11 expression of concern","Aneurus Inconstans"
"2010","article","Public Library of Science (PLoS)","PLOS ONE","Stress-Induced Sphingolipid Signaling: Role of Type-2 Neutral Sphingomyelinase in Murine Cell Apoptosis and Proliferation","10.1371/journal.pone.0009826","25","0","2018-12-10 expression of concern","Leontopodium Andersonii"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","Uterine leiomyoma is associated with the risk of developing endometriosis: A nationwide cohort study involving 156,195 women","10.1371/journal.pone.0256772","25","0","2025-12-18 expression of concern","–"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","Compensatory Increase of Transglutaminase 2 Is Responsible for Resistance to mTOR Inhibitor Treatment","10.1371/journal.pone.0149388","24","7","2020-01-15 expression of concern","Cirratulus Cirratus"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Proprotein Convertase 1/3 (PC1/3) in the Rat Alveolar Macrophage Cell Line NR8383: Localization, Trafficking and Effects on Cytokine Secretion","10.1371/journal.pone.0061557","24","6","2024-10-02 expression of concern","Elisabeth M Bik, Actinopolyspora Biskrensis, Hugo Gagnon, Illex Illecebrosus"
"2023","article","Public Library of Science (PLoS)","PLOS Pathogens","Effects of Capsular Polysaccharide amount on Pneumococcal-Host interactions","10.1371/journal.ppat.1011509","24","5","2026-02-17 expression of concern","–"
"2018","article","Public Library of Science (PLoS)","PLOS Genetics","Complexin in ivermectin resistance in body lice","10.1371/journal.pgen.1007569","24","4","2022-12-13 expression of concern","Elisabeth M Bik, Pinanga Disticha, Osbornellus Alatus"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","RNAi Mediated Tiam1 Gene Knockdown Inhibits Invasion of Retinoblastoma","10.1371/journal.pone.0070422","24","1","2021-05-26 expression of concern","Elisabeth M Bik, Doratifera Oxleyi, Subramanian Krishnakumar, Huttonina Glabra"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","Prediction Formulas for Individual Opioid Analgesic Requirements Based on Genetic Polymorphism Analyses","10.1371/journal.pone.0116885","24","1","2023-01-11 expression of concern","–"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","MAML1 Acts Cooperatively with EGR1 to Activate EGR1-Regulated Promoters: Implications for Nephrogenesis and the Development of Renal Cancer","10.1371/journal.pone.0046001","24","0","2026-03-16 expression of concern","Blechnum Subcordatum, Chilina Iguazuensis"
"2017","article","Public Library of Science (PLoS)","PLOS Pathogens","Nuclear Localization and Cleavage of STAT6 Is Induced by Kaposi’s Sarcoma-Associated Herpesvirus for Viral Latency","10.1371/journal.ppat.1006124","23","9","2021-12-15 expression of concern","Elisabeth M Bik"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Zinc Regulates Meiotic Resumption in Porcine Oocytes via a Protein Kinase C-Related Pathway","10.1371/journal.pone.0102097","23","3","2019-08-13 expression of concern","Elisabeth M Bik, Xanthorrhoea Gracilis"
"2018","article","Public Library of Science (PLoS)","PLOS ONE","T-type calcium channel enhancer SAK3 promotes dopamine and serotonin releases in the hippocampus in naive and amyloid precursor protein knock-in mice","10.1371/journal.pone.0206986","23","2","2023-01-11 expression of concern","–"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Sialidase NEU3 Dynamically Associates to Different Membrane Domains Specifically Modifying Their Ganglioside Pattern and Triggering Akt Phosphorylation","10.1371/journal.pone.0099405","23","1","2025-01-15 expression of concern","Elisabeth M Bik, Peer 1, Peer 2, Unregistered Submission, Eleocharis Nudipes"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","Menstrual hygiene practice among female adolescents and its association with knowledge in Ethiopia: A systematic review and meta-analysis","10.1371/journal.pone.0254092","23","0","2025-08-04 expression of concern","–"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","The link between bond forfeiture and pretrial release mechanism: The case of Dallas County, Texas","10.1371/journal.pone.0182772","22","19","2020-07-13 expression of concern","Canthium Medium"
"2018","article","Public Library of Science (PLoS)","PLOS ONE","Local vs. systemic administration of bisphosphonates in rat cleft bone graft: A comparative study","10.1371/journal.pone.0190901","22","14","2026-03-13 expression of concern","Leonid Schneider"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","Overexpression of transmembrane protein 168 in the mouse nucleus accumbens induces anxiety and sensorimotor gating deficit","10.1371/journal.pone.0189006","22","10","2023-01-11 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Adult Bone Marrow Neural Crest Stem Cells and Mesenchymal Stem Cells Are Not Able to Replace Lost Neurons in Acute MPTP-Lesioned Mice","10.1371/journal.pone.0064723","22","6","2021-10-28 expression of concern","Elisabeth M Bik, Guillaume Cabanac, Soletellina Virescens"
"2023","article","Public Library of Science (PLoS)","PLOS Genetics","PHYTOCHROME C regulation of photoperiodic flowering via PHOTOPERIOD1 is mediated by EARLY FLOWERING 3 in Brachypodium distachyon","10.1371/journal.pgen.1010706","22","2","2023-09-19 expression of concern","Gerris Pingreensis"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Viral Communities Associated with Human Pericardial Fluids in Idiopathic Pericarditis","10.1371/journal.pone.0093367","22","1","2022-12-13 expression of concern","Elisabeth M Bik"
"2019","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","DNA plasmid coding for Phlebotomus sergenti salivary protein PsSP9, a member of the SP15 family of proteins, protects against Leishmania tropica","10.1371/journal.pntd.0007067","22","1","2024-05-30 expression of concern","Elisabeth M Bik, Actinopolyspora Biskrensis, Sima Rafati"
"2023","article","Public Library of Science (PLoS)","PLOS ONE","Emodin alleviates chronic constriction injury-induced neuropathic pain and inflammation via modulating PPAR-gamma pathway","10.1371/journal.pone.0287517","22","1","2025-07-17 expression of concern","Hoya Camphorifolia, Luzula Sylvatica"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","Epidural Co-Administration of Dexmedetomidine and Levobupivacaine Improves the Gastrointestinal Motility Function after Colonic Resection in Comparison to Co-Administration of Morphine and Levobupivacaine","10.1371/journal.pone.0146215","22","1","2022-12-21 expression of concern","John A Loadsman"
"2023","article","Public Library of Science (PLoS)","PLOS ONE","BlockTicket: A framework for electronic tickets based on smart contract","10.1371/journal.pone.0284166","22","1","2026-05-27 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","TSHZ3 and SOX9 Regulate the Timing of Smooth Muscle Cell Differentiation in the Ureter by Reducing Myocardin Activity","10.1371/journal.pone.0063721","22","0","2019-02-11 expression of concern","Elisabeth M Bik, Eukoenenia Bonadonai"
